time,symbol,name,close,rise,amount,ma_signal,macd_signal,rsi_signal,kdj_signal,predicted_amount,cumulative_ratio,ratio,avg_ratio,prev_ratio,up_count,down_count,up_ratio,cumulative_amount,cumulative_prev_amount,cumulative_avg_amount,description,composite_signal
2025-12-31 15:00:00,SZ399850,深证50,9130.158,-1.31,122525294592.0,-1,2,-1,1,,,,,,17,31,35.42,122525294592.0,,,,2
2025-12-31 15:00:00,SZ399673,创业50,3390.24,-1.45,153461456896.0,0,2,1,1,,,,,,0,0,0.0,153461456896.0,,,,3
2025-12-31 15:00:00,SZ399330,深证100,5817.47,-1.05,195346612224.0,0,2,1,1,,,,,,1331,1457,47.74,195346612224.0,,,,3
2025-12-31 15:00:00,SZ399005,中小100,8263.859,-0.46,138351656960.0,2,2,1,1,,,,,,0,0,0.0,138351656960.0,,,,5
2025-12-31 15:00:00,SH000905,中证500,7465.57,0.09,380369633280.0,2,2,1,1,,,,,,186,299,38.35,380369633280.0,,,,5
2025-12-31 15:00:00,SZ399303,国证2000,9955.85,0.01,671909019648.0,2,2,1,1,,,,,,0,0,0.0,671909019648.0,,,,5
2025-12-31 15:00:00,SH000852,中证1000,7595.28,-0.03,440672059392.0,2,2,1,1,,,,,,418,548,43.27,440672059392.0,,,,5
2025-12-31 15:00:00,SZ399019,创业200,4546.28,-0.04,128591257600.0,2,2,1,1,,,,,,0,0,0.0,128591257600.0,,,,5
2025-12-31 15:00:00,SH000698,科创100,1457.93,0.31,52096397312.0,2,2,-2,1,,,,,,43,57,43.0,52096397312.0,,,,5
2025-12-31 15:00:00,SH000699,科创200,1319.71,-0.29,57375240192.0,2,2,1,1,,,,,,0,0,0.0,57375240192.0,,,,5
2025-12-31 15:00:00,SH000688,科创50,1344.2,-1.15,49284583424.0,0,1,1,1,,,,,,294,296,49.83,49284583424.0,,,,2
2025-12-30 15:00:00,SZ399005,中小100,8302.419,0.45,151866638336.0,2,2,1,1,,,,,,0,0,0.0,151866638336.0,,,,5
2025-12-30 15:00:00,SZ399303,国证2000,9954.612,-0.04,705537114112.0,2,2,1,1,,,,,,0,0,0.0,705537114112.0,,,,5
2025-12-30 15:00:00,SZ399019,创业200,4547.9,0.3,130916433920.0,2,2,1,1,,,,,,0,0,0.0,130916433920.0,,,,5
2025-12-30 15:00:00,SH000699,科创200,1323.61,-0.4,62377992192.0,2,2,1,1,,,,,,0,0,0.0,62377992192.0,,,,5
2025-12-30 15:00:00,SZ399673,创业50,3440.06,0.77,161449918464.0,2,2,1,1,,,,,,0,0,0.0,161449918464.0,,,,5
2025-12-30 15:00:00,SH000688,科创50,1359.87,1.01,59271327744.0,2,1,1,1,,,,,,226,365,38.24,59271327744.0,,,,4
2025-12-30 15:00:00,SZ399850,深证50,9251.098,0.4,126269014016.0,2,2,1,1,,,,,,28,20,58.33,126269014016.0,,,,5
2025-12-30 15:00:00,SH000698,科创100,1453.49,0.18,57492135936.0,2,2,1,1,,,,,,44,55,44.44,57492135936.0,,,,5
2025-12-30 15:00:00,SH000852,中证1000,7597.3,0.04,468024131584.0,2,2,1,1,,,,,,411,548,42.86,468024131584.0,,,,5
2025-12-30 15:00:00,SH000905,中证500,7458.94,0.38,407623499776.0,2,2,1,1,,,,,,202,273,42.53,407623499776.0,,,,5
2025-12-30 15:00:00,SZ399330,深证100,5879.46,0.49,196768448512.0,2,2,1,1,,,,,,988,1836,34.99,196768448512.0,,,,5
2025-12-29 15:00:00,SH000688,科创50,1346.32,0.04,58488934400.0,2,1,1,1,,,,,,245,348,41.32,58488934400.0,,,,4
2025-12-29 15:00:00,SH000698,科创100,1450.91,0.13,55959134208.0,2,2,1,1,,,,,,34,64,34.69,55959134208.0,,,,5
2025-12-29 15:00:00,SZ399673,创业50,3413.77,-0.82,152973066240.0,2,2,1,1,,,,,,0,0,0.0,152973066240.0,,,,5
2025-12-29 15:00:00,SH000852,中证1000,7594.16,-0.15,466873483264.0,2,2,1,1,,,,,,354,621,36.31,466873483264.0,,,,5
2025-12-29 15:00:00,SH000699,科创200,1328.9,0.16,66432122880.0,2,2,1,1,,,,,,0,0,0.0,66432122880.0,,,,5
2025-12-29 15:00:00,SH000905,中证500,7430.61,-0.38,390446088192.0,2,2,1,1,,,,,,142,339,29.52,390446088192.0,,,,5
2025-12-29 15:00:00,SZ399019,创业200,4534.34,-0.25,125281968128.0,2,2,1,1,,,,,,0,0,0.0,125281968128.0,,,,5
2025-12-29 15:00:00,SZ399330,深证100,5850.58,-0.51,207123120128.0,2,2,1,1,,,,,,1120,1715,39.51,207123120128.0,,,,5
2025-12-29 15:00:00,SZ399303,国证2000,9958.912,-0.05,696746049536.0,2,2,1,1,,,,,,0,0,0.0,696746049536.0,,,,5
2025-12-29 15:00:00,SZ399850,深证50,9214.298,-0.4,139484233728.0,2,2,1,1,,,,,,15,35,30.0,139484233728.0,,,,5
2025-12-29 15:00:00,SZ399005,中小100,8264.98,0.0,142282358784.0,2,2,1,1,,,,,,0,0,0.0,142282358784.0,,,,5
